Test-ID|Average|Prototype|5.0%|95.0%|E
A-42.22|1.62e-04|3.75e-04|8.85e-05|2.95e-04|0.0004
G-2.93|1.25e-06|1.38e-05|7.25e-07|2.08e-06|0.0035
E-48.96|1.71e-03|1.71e-03|8.43e-04|3.50e-03|0.0000
A-34.40|1.79e-04|3.87e-04|2.65e-05|1.42e-03|0.0324
E-15.661|3.44e-07|1.20e-06|2.11e-08|4.86e-06|0.0000
D-42.66|3.55e-05|3.55e-05|2.00e-05|5.98e-05|0.0528
F-38.48|5.72e-07|5.72e-07|2.81e-07|1.28e-06|0.0005
D-29.11|1.30e-03|1.30e-03|7.49e-04|2.24e-03|0.0000
E-20.196|4.41e-06|4.41e-06|2.00e-07|1.47e-04|0.0006
D-22.162|2.10e-04|2.10e-04|1.05e-04|4.47e-04|0.0000
D-31.52|1.93e-06|1.93e-06|5.86e-08|1.92e-05|3.0187
E-20.28|3.29e-05|3.29e-05|4.24e-06|2.05e-04|0.0000
D-43.15|1.28e-03|1.28e-03|6.64e-04|2.34e-03|0.0000
D-20.82|1.69e-05|1.69e-05|3.58e-06|7.33e-05|0.0000
D-44.73|8.01e-06|8.01e-06|3.55e-06|1.86e-05|0.0000
E-15.211|1.23e-07|4.31e-07|4.52e-09|3.25e-06|0.0000
F-35.37|2.17e-05|2.17e-05|7.70e-06|5.07e-05|0.0000
C-2.14|3.58e-07|2.15e-06|1.87e-07|6.24e-07|0.0000
F-32.22|2.64e-06|2.64e-06|6.28e-07|1.18e-05|0.0000
C-8.2|1.37e-04|3.57e-04|8.68e-05|2.02e-04|0.0000
F-38.173|1.47e-06|1.47e-06|8.14e-07|2.65e-06|0.0000
D-43.238|8.16e-03|8.16e-03|6.23e-03|1.07e-02|0.0561
G-2.28|7.74e-08|8.51e-07|3.23e-08|2.02e-07|0.0026
D-20.93|5.97e-05|5.97e-05|3.79e-05|9.67e-05|0.0000
F-32.3|7.02e-06|7.02e-06|3.14e-06|1.62e-05|0.0002
A-41.55|2.79e-06|8.65e-05|2.75e-08|2.31e-04|0.0683
F-28.18|6.93e-06|6.93e-06|3.00e-06|1.74e-05|0.0000
D-22.57|4.96e-06|4.96e-06|1.69e-06|1.30e-05|0.0000
E-20.35|5.57e-06|5.57e-06|2.21e-07|1.44e-04|1.4397
A-41.43|3.52e-07|1.09e-05|3.45e-09|2.97e-05|0.1035
E-15.225|6.37e-06|2.23e-05|4.76e-07|6.60e-05|0.0000
D-42.126|6.51e-05|6.51e-05|3.91e-05|1.00e-04|0.0000
D-36.32|2.74e-04|2.74e-04|1.37e-04|5.20e-04|0.0000
D-28.5|5.19e-04|5.19e-04|3.07e-04|8.83e-04|0.0001
D-45.14|9.79e-06|9.79e-06|4.53e-06|2.37e-05|0.0000
C-2.5|2.88e-04|4.67e-04|1.90e-04|4.16e-04|0.0077
A-14.15|3.74e-06|4.11e-05|1.00e-09|1.35e+00|0.0000
E-15.134|4.76e-07|1.67e-06|2.25e-08|8.91e-06|0.0018
A-31.8|4.53e-06|9.51e-05|4.92e-07|3.72e-05|0.0853
A-39.30|9.25e-06|5.55e-05|5.16e-06|1.62e-05|0.0016
C-52.6|3.19e-06|3.51e-05|1.33e-06|7.61e-06|0.0000
D-42.129|3.35e-04|3.35e-04|1.54e-04|6.70e-04|0.0000
E-37.3|6.59e-07|1.38e-05|4.90e-09|8.76e-05|0.0361
E-15.102|1.19e-07|4.18e-07|2.89e-09|7.91e-06|0.0022
B-9.26|2.03e-06|2.24e-05|1.73e-08|3.11e-04|0.0258
A-42.11|1.46e-06|1.60e-05|5.12e-07|4.22e-06|0.0004
A-35.85|1.47e-04|3.64e-04|9.87e-05|2.21e-04|0.0016
G-2.296|2.82e-07|3.11e-06|1.50e-07|5.22e-07|0.0000
D-31.23|2.76e-05|2.76e-05|1.56e-05|4.48e-05|0.0059
C-31.2|7.98e-06|8.78e-05|8.62e-07|1.00e-04|0.0000
A-35.192|6.19e-05|2.94e-04|4.41e-05|8.48e-05|0.0035
D-20.95|1.00e-05|1.00e-05|5.55e-06|1.78e-05|0.0000
D-5.20|3.11e-05|3.11e-05|2.09e-05|4.61e-05|0.0002
E-15.584|5.21e-08|1.82e-07|4.21e-09|1.01e-06|0.0001
C-1.10|1.47e-05|8.84e-05|9.80e-06|2.35e-05|0.0000
E-45.2|3.58e-07|2.15e-06|2.87e-08|3.24e-06|0.0000
D-28.6|1.88e-04|1.88e-04|1.11e-04|3.14e-04|0.0034
A-41.12|5.12e-08|1.59e-06|3.77e-09|2.37e-06|0.0197
G-22.55|5.16e-07|5.68e-06|5.00e-08|6.15e-06|0.0000
C-31.1|1.72e-05|1.89e-04|1.66e-06|2.36e-04|0.0000
E-41.23|1.57e-05|5.51e-05|4.85e-06|4.48e-05|0.0088
D-22.213|2.96e-04|2.96e-04|1.37e-04|6.21e-04|0.0000
C-5.10|9.48e-06|5.69e-05|3.78e-06|2.64e-05|0.0001
D-42.22|1.72e-03|1.72e-03|9.27e-04|2.99e-03|0.0023
G-3.76|4.31e-07|4.74e-06|2.40e-07|7.95e-07|0.0002
G-15.217|3.99e-05|3.99e-05|2.10e-05|7.11e-05|0.1117
E-7.2|3.48e-05|3.48e-05|1.68e-05|7.71e-05|0.0627
E-15.273|3.87e-07|1.36e-06|4.71e-09|1.99e-05|0.0000
D-5.11|6.81e-05|6.81e-05|4.53e-05|1.01e-04|0.0000
E-15.360|3.69e-07|1.29e-06|4.39e-09|2.66e-05|0.0000
D-21.44|3.13e-04|3.13e-04|1.60e-04|6.03e-04|0.0000
E-15.447|4.50e-06|1.57e-05|2.90e-07|5.92e-05|0.0000
D-43.225|7.52e-03|7.52e-03|6.38e-03|8.83e-03|0.0632
D-43.217|3.58e-04|3.58e-04|1.94e-04|6.49e-04|0.1952
E-15.12|1.70e-06|5.94e-06|5.27e-08|4.85e-05|0.0001
G-3.94|1.44e-06|1.59e-05|9.96e-07|2.23e-06|0.0000
A-41.71|1.34e-06|4.15e-05|1.91e-08|7.05e-05|0.0024
E-11.11|4.83e-04|4.83e-04|1.59e-04|1.33e-03|0.0000
G-2.92|2.95e-07|3.24e-06|1.39e-07|6.22e-07|0.0008
G-3.216|1.62e-05|1.78e-04|9.91e-06|2.53e-05|0.0004
G-4.8|9.52e-06|1.05e-04|6.36e-06|1.36e-05|0.0097
E-15.652|3.04e-06|1.07e-05|2.11e-07|3.94e-05|0.0009
G-22.38|2.07e-07|2.27e-06|1.78e-08|2.78e-06|0.0002
G-24.20|1.21e-04|1.21e-04|1.64e-05|7.03e-04|0.1786
E-21.8|5.32e-03|5.32e-03|9.50e-05|2.11e-01|0.0000
E-47.17|4.47e-04|4.47e-04|9.67e-05|2.32e-03|0.0003
G-3.59|4.79e-07|5.27e-06|2.83e-07|7.99e-07|0.0000
A-34.110|5.61e-05|2.88e-04|5.45e-06|7.89e-04|0.0313
D-32.39|1.08e-04|1.08e-04|4.29e-05|2.50e-04|0.0000
E-48.88|2.28e-03|2.28e-03|8.95e-04|6.47e-03|0.0000
E-15.165|7.47e-06|2.62e-05|2.24e-07|1.80e-04|0.0000
C-28.12|3.88e-07|4.27e-06|9.80e-08|1.61e-06|0.0000
G-15.179|5.03e-05|5.03e-05|2.22e-05|1.00e-04|0.1282
G-2.71|2.47e-05|2.37e-04|1.72e-05|3.43e-05|0.0000
G-2.173|4.95e-07|5.45e-06|3.00e-07|8.13e-07|0.0010
E-41.24|5.78e-06|2.02e-05|1.88e-06|1.51e-05|0.0037
A-34.174|1.67e-03|1.67e-03|2.46e-04|1.09e-02|0.0034
F-38.213|7.00e-05|7.00e-05|4.21e-05|1.11e-04|0.0000
A-41.48|1.28e-06|3.97e-05|8.82e-09|1.13e-04|0.0729
A-34.160|1.19e-05|1.31e-04|6.21e-06|2.28e-05|0.0000
F-30.15|8.15e-06|8.15e-06|3.70e-06|1.72e-05|0.0002
D-43.305|3.10e-03|3.10e-03|2.43e-03|3.86e-03|0.0368
E-20.45|1.19e-05|1.19e-05|2.39e-06|6.24e-05|0.0000
F-35.19|1.21e-05|1.21e-05|1.42e-08|1.67e-01|0.1374
F-21.56|3.01e-06|3.01e-06|9.73e-07|8.23e-06|0.0002
A-35.123|3.87e-05|2.65e-04|2.49e-05|5.68e-05|0.0016
D-43.323|2.77e-04|2.77e-04|1.91e-04|4.10e-04|0.0000
A-34.133|3.67e-04|5.27e-04|3.44e-05|3.62e-03|0.0000
F-38.90|7.77e-04|7.77e-04|5.38e-04|1.22e-03|0.0002
D-22.64|1.08e-03|1.08e-03|4.44e-04|2.70e-03|0.0000
A-34.118|1.82e-03|1.82e-03|6.60e-04|4.98e-03|0.0000
D-43.82|7.72e-04|7.72e-04|4.74e-04|1.17e-03|0.0000
A-39.21|3.03e-06|1.82e-05|1.58e-06|6.07e-06|0.0058
D-26.81|1.94e-03|1.94e-03|9.95e-04|3.63e-03|0.0057
E-20.70|1.70e-04|1.70e-04|2.73e-05|9.22e-04|0.0394
G-4.15|4.66e-05|2.76e-04|3.37e-05|6.70e-05|0.0316
A-39.36|3.11e-05|1.87e-04|1.87e-05|5.14e-05|0.0082
A-39.44|4.55e-04|5.96e-04|2.60e-04|7.42e-04|0.0907
D-43.249|1.02e-02|1.02e-02|7.75e-03|1.34e-02|0.2002
E-15.86|8.49e-06|2.97e-05|6.16e-07|9.86e-05|0.0000
F-11.59|5.53e-03|5.53e-03|2.89e-03|1.02e-02|0.7191
A-34.90|1.86e-04|3.92e-04|9.16e-05|3.63e-04|0.0000
D-45.52|4.49e-03|4.49e-03|2.62e-03|7.16e-03|0.0000
A-3.51|1.42e-05|1.56e-04|1.08e-05|1.87e-05|0.0002
D-43.204|2.31e-03|2.31e-03|1.74e-03|3.08e-03|0.0000
D-22.196|2.86e-03|2.86e-03|1.17e-03|7.36e-03|0.0032
G-11.3|7.46e-07|7.46e-07|2.02e-09|1.39e-02|0.0005
E-15.361|5.48e-07|1.92e-06|8.03e-09|3.29e-05|0.0000
E-15.226|1.73e-05|6.07e-05|1.56e-06|1.57e-04|0.0000
E-15.644|3.83e-07|1.34e-06|2.55e-08|4.31e-06|0.0000
D-28.8|3.01e-04|3.01e-04|1.29e-04|6.05e-04|0.0203
D-35.16|3.16e-06|3.16e-06|7.14e-08|1.45e-04|0.0000
E-7.75|7.43e-05|7.43e-05|2.70e-05|2.16e-04|0.1437
C-28.10|8.13e-07|8.95e-06|2.37e-07|2.56e-06|0.0000
F-5.37|4.06e-05|4.06e-05|1.84e-05|7.99e-05|0.0000
A-35.15|8.84e-05|3.19e-04|5.59e-05|1.30e-04|0.0014
F-33.12|5.18e-07|5.18e-07|2.38e-08|1.33e-05|0.0001
D-21.6|9.83e-05|9.83e-05|3.29e-05|2.75e-04|0.0074
E-30.4|5.90e-05|2.91e-04|1.76e-05|1.79e-04|0.1820
D-32.36|1.41e-04|1.41e-04|3.26e-05|6.39e-04|0.0000
E-15.677|9.27e-07|3.25e-06|2.72e-08|3.28e-05|0.0000
D-22.180|2.77e-04|2.77e-04|1.26e-04|7.04e-04|0.0000
F-15.6|4.23e-04|5.71e-04|3.92e-05|5.20e-03|0.1849
E-3.7|4.66e-06|1.41e-04|6.00e-09|1.59e-02|1.2053
G-2.140|4.07e-06|4.48e-05|2.52e-06|6.78e-06|0.0000
D-23.27|3.68e-03|3.68e-03|1.70e-03|7.86e-03|0.0014
D-41.92|8.15e-05|8.15e-05|2.55e-05|2.12e-04|0.0000
A-39.202|2.61e-06|1.56e-05|1.14e-06|5.82e-06|0.0002
F-28.57|4.11e-05|4.11e-05|1.22e-05|1.42e-04|0.0102
E-7.8|2.63e-06|2.63e-06|1.13e-06|6.43e-06|0.0502
E-21.79|2.96e-03|2.96e-03|1.50e-05|3.64e-01|0.0179
E-48.40|4.71e-03|4.71e-03|2.48e-03|9.52e-03|0.0000
E-20.50|4.78e-06|4.78e-06|6.98e-07|2.99e-05|0.0000
G-15.41|1.62e-05|1.62e-05|9.84e-06|2.69e-05|0.0000
F-11.55|3.42e-05|3.42e-05|6.02e-06|1.41e-04|20.5285
A-41.140|7.38e-06|1.66e-04|1.36e-07|2.71e-04|0.0938
C-24.11|6.32e-07|2.74e-06|1.41e-07|2.41e-06|0.0006
F-25.22|1.08e-05|1.08e-05|4.57e-06|2.22e-05|0.0000
G-24.12|7.28e-06|7.28e-06|9.55e-07|4.70e-05|0.1279
E-15.173|1.34e-06|4.69e-06|9.00e-08|1.86e-05|0.0001
B-10.14|1.07e-05|1.17e-04|5.97e-06|1.87e-05|0.0000
G-3.41|4.71e-06|5.18e-05|2.28e-06|8.42e-06|0.0001
A-34.26|6.49e-04|7.59e-04|9.09e-05|4.39e-03|0.0028
A-34.14|1.70e-05|1.87e-04|1.82e-06|2.11e-04|0.0104
A-39.33|3.28e-05|1.97e-04|2.01e-05|5.24e-05|0.0023
D-22.81|7.04e-04|7.04e-04|2.97e-04|1.53e-03|0.0000
A-39.163|5.02e-06|3.01e-05|2.83e-06|8.90e-06|0.0001
G-2.119|4.04e-07|4.44e-06|2.66e-07|6.20e-07|0.0000
A-3.54|4.25e-07|4.67e-06|2.78e-07|6.49e-07|0.0007
C-9.1|6.00e-04|7.17e-04|3.63e-04|9.70e-04|0.0196
E-15.87|2.51e-05|8.80e-05|2.40e-06|2.20e-04|0.0002
C-37.13|4.71e-06|7.54e-05|1.92e-06|1.15e-05|0.0000
E-15.40|5.95e-06|2.08e-05|2.26e-07|1.07e-04|0.0002
C-36.2|6.77e-05|3.00e-04|4.38e-05|1.01e-04|0.0076
A-35.146|5.00e-04|6.33e-04|2.94e-04|7.89e-04|0.0012
E-30.13|9.55e-05|3.25e-04|3.54e-05|2.63e-04|0.2519
E-20.37|2.07e-05|2.07e-05|4.67e-06|1.02e-04|0.0001
A-35.56|4.51e-06|4.96e-05|2.70e-06|7.49e-06|0.0075
A-38.29|7.17e-06|7.89e-05|1.96e-06|2.24e-05|0.0000
E-15.553|9.16e-07|3.21e-06|4.92e-08|1.58e-05|0.0002
F-11.132|5.22e-05|5.22e-05|2.60e-05|1.15e-04|0.0000
F-25.12|4.47e-06|4.47e-06|1.48e-06|1.33e-05|0.0000
A-3.6|1.10e-06|1.22e-05|7.93e-07|1.48e-06|0.0001
D-22.219|4.07e-04|4.07e-04|1.74e-04|9.87e-04|0.0000
C-3.1|4.29e-04|5.76e-04|2.05e-04|8.55e-04|0.0437
G-2.30|5.08e-06|5.59e-05|3.73e-06|7.03e-06|0.0058
E-30.12|5.06e-05|2.81e-04|1.13e-05|2.32e-04|0.3369
D-19.3|4.21e-04|4.21e-04|2.75e-04|6.19e-04|0.0000
C-53.1|1.49e-06|1.64e-05|5.51e-07|3.75e-06|0.0000
D-25.14|5.36e-03|5.36e-03|3.27e-03|9.50e-03|0.0000
A-35.106|8.29e-06|9.12e-05|4.58e-06|1.39e-05|0.0140
D-23.5|1.48e-04|1.48e-04|7.96e-05|2.92e-04|0.0000
G-3.4|2.41e-05|2.36e-04|1.42e-05|3.88e-05|0.0009
D-42.91|7.29e-07|7.29e-07|1.45e-09|6.08e-04|0.0001
E-15.301|9.86e-08|3.45e-07|6.35e-09|1.22e-06|0.0000
G-2.249|3.52e-05|2.59e-04|2.29e-05|5.20e-05|0.0033
C-30.3|5.94e-06|6.53e-05|1.03e-06|3.58e-05|0.0000
D-34.37|5.97e-03|5.97e-03|4.58e-03|7.78e-03|0.0067
G-2.247|2.11e-06|2.32e-05|1.51e-06|3.03e-06|0.0000
F-38.214|1.57e-07|1.57e-07|4.98e-08|7.11e-07|0.2884
G-15.4|2.48e-05|2.48e-05|1.76e-05|3.62e-05|0.0000
D-43.34|1.16e-02|1.16e-02|7.66e-03|1.71e-02|0.1405
F-28.31|2.49e-05|2.49e-05|1.11e-05|5.92e-05|0.0000
D-9.58|2.03e-05|2.03e-05|8.88e-06|4.41e-05|0.0000
A-34.105|2.93e-06|3.22e-05|2.68e-07|5.96e-05|0.0484
E-11.25|1.28e-04|1.28e-04|4.60e-06|2.27e-03|0.1809
A-38.67|4.18e-06|4.60e-05|1.84e-06|8.38e-06|0.0000
A-41.100|9.90e-08|3.07e-06|6.00e-09|3.24e-06|0.0006
G-2.254|4.01e-06|4.41e-05|3.06e-06|5.40e-06|0.0000
D-44.71|1.74e-05|1.74e-05|1.10e-05|2.76e-05|0.0000
E-15.387|1.88e-07|6.58e-07|9.25e-09|3.25e-06|0.0000
B-10.6|1.63e-04|3.75e-04|7.59e-05|3.44e-04|0.0013
E-20.49|3.81e-07|3.81e-07|3.18e-08|3.77e-06|0.0031
D-41.110|1.23e-05|1.23e-05|5.70e-07|2.75e-04|0.0000
G-22.57|6.35e-07|6.98e-06|5.46e-08|7.45e-06|0.0000
D-9.23|4.95e-06|4.95e-06|9.80e-07|2.56e-05|0.0000
D-32.79|2.34e-06|2.34e-06|1.41e-06|4.08e-06|0.0017
G-24.19|9.93e-06|9.93e-06|1.77e-06|4.14e-05|0.2557
C-9.15|1.80e-07|1.08e-06|9.42e-08|3.31e-07|0.0000
C-36.15|1.23e-05|7.40e-05|5.34e-06|2.83e-05|0.0000
A-39.84|2.65e-07|1.59e-06|5.97e-08|9.99e-07|0.0195
E-15.645|9.16e-07|3.21e-06|6.96e-08|9.45e-06|0.0000
D-43.211|6.27e-03|6.27e-03|4.61e-03|8.28e-03|0.1709
F-25.4|9.44e-06|9.44e-06|4.02e-06|1.97e-05|0.0000
E-7.47|1.52e-04|1.52e-04|8.91e-05|2.63e-04|0.0057
D-43.341|2.54e-03|2.54e-03|1.90e-03|3.52e-03|0.0419
A-38.74|5.28e-05|2.84e-04|1.92e-05|1.32e-04|0.0000
D-45.53|1.44e-03|1.44e-03|7.39e-04|2.61e-03|0.0000
A-33.11|6.15e-05|2.94e-04|2.76e-05|1.44e-04|0.0000
G-4.21|1.44e-06|1.58e-05|1.06e-06|1.97e-06|0.0003
A-3.93|5.35e-06|5.88e-05|3.67e-06|7.65e-06|0.0001
E-31.37|1.14e-06|1.26e-05|1.67e-07|7.02e-06|0.0010
E-20.2|1.42e-04|1.42e-04|2.39e-05|7.02e-04|0.0272
F-38.35|3.19e-07|3.19e-07|1.73e-07|5.64e-07|0.0000
A-39.170|3.91e-07|2.35e-06|1.22e-07|1.15e-06|0.0023
E-15.636|1.58e-05|5.52e-05|1.25e-06|1.70e-04|0.0022
E-15.92|8.56e-06|3.00e-05|6.37e-07|9.94e-05|0.0000
E-15.250|1.86e-05|6.52e-05|1.65e-06|1.91e-04|0.0001
A-42.31|5.27e-05|2.84e-04|1.25e-05|2.90e-04|0.0000
A-41.78|6.21e-06|1.57e-04|8.73e-08|3.49e-04|0.0095
E-48.65|2.34e-04|2.34e-04|2.35e-05|2.64e-03|0.0013
D-42.33|2.83e-04|2.83e-04|1.28e-04|6.12e-04|0.0000
A-35.50|1.07e-03|1.07e-03|6.42e-04|1.73e-03|0.0013
D-32.45|9.13e-04|9.13e-04|2.28e-04|3.23e-03|0.1311
F-25.10|1.79e-05|1.79e-05|4.64e-06|5.72e-05|0.0000
E-41.9|1.24e-07|4.35e-07|9.66e-09|2.18e-06|0.7987
D-43.289|2.11e-03|2.11e-03|1.25e-03|3.57e-03|0.1478
D-42.122|1.72e-05|1.72e-05|1.18e-05|2.50e-05|0.0188
F-13.165|5.15e-05|5.15e-05|2.80e-05|1.04e-04|0.0000
E-15.671|3.20e-06|1.12e-05|2.09e-07|3.83e-05|0.0000
D-43.315|1.69e-05|1.69e-05|9.15e-06|3.26e-05|0.1770
E-19.10|9.83e-05|9.83e-05|5.16e-06|2.55e-03|0.0257
F-21.63|2.47e-04|2.47e-04|1.69e-04|3.70e-04|0.0015
D-31.36|3.10e-05|3.10e-05|8.82e-06|9.20e-05|0.3947
E-21.59|1.86e-03|1.86e-03|3.36e-05|5.24e-02|0.0000
D-38.14|3.16e-04|3.16e-04|1.60e-04|5.12e-04|0.0000
C-29.5|1.41e-06|1.55e-05|2.92e-07|6.62e-06|0.0005
B-9.12|2.58e-05|2.40e-04|1.76e-06|3.35e-04|0.0000
E-48.1|2.51e-03|2.51e-03|1.13e-03|6.17e-03|0.0000
A-35.131|5.10e-06|5.61e-05|3.01e-06|8.27e-06|0.0138
E-15.552|8.09e-07|2.83e-06|4.29e-08|1.41e-05|0.0003
A-2.9|3.07e-06|1.84e-05|1.22e-06|7.71e-06|0.0302
D-44.26|3.70e-04|3.70e-04|1.56e-04|8.12e-04|0.0000
A-39.48|2.63e-04|4.48e-04|1.79e-04|3.86e-04|0.0343
C-15.11|6.70e-06|4.02e-05|2.25e-06|2.05e-05|0.1542
E-47.61|1.82e-05|1.82e-05|4.94e-08|1.17e-02|0.0002
A-35.64|1.91e-04|3.96e-04|1.24e-04|2.94e-04|0.0026
A-35.139|6.99e-06|7.69e-05|4.09e-06|1.18e-05|0.0031
D-26.17|3.75e-04|3.75e-04|2.63e-04|5.55e-04|0.0002
D-20.103|7.59e-05|7.59e-05|2.16e-05|2.65e-04|0.0000
D-22.202|1.87e-03|1.87e-03|6.99e-04|4.78e-03|0.0001
G-2.144|1.06e-07|1.16e-06|6.61e-08|1.73e-07|0.0009
D-22.30|1.52e-04|1.52e-04|6.25e-05|3.85e-04|0.0407
E-15.556|6.33e-06|2.22e-05|4.57e-07|8.12e-05|0.0000
D-32.67|2.78e-05|2.78e-05|1.79e-05|4.22e-05|0.0001
D-42.81|2.08e-05|2.08e-05|8.63e-06|5.28e-05|0.0000
E-20.87|7.88e-04|7.88e-04|6.30e-07|1.59e+00|22.3208
D-36.18|4.96e-04|4.96e-04|2.40e-04|1.16e-03|0.0000
A-39.134|3.95e-06|2.37e-05|1.85e-06|9.29e-06|0.0072
D-1.14|2.08e-05|2.08e-05|8.30e-06|4.66e-05|0.0000
F-31.28|8.91e-06|8.91e-06|4.51e-06|1.63e-05|0.0011
E-48.55|4.58e-03|4.58e-03|1.68e-03|1.41e-02|0.0000
E-21.31|3.95e-04|3.95e-04|1.41e-06|5.64e-02|0.0125
F-38.127|8.52e-05|8.52e-05|5.74e-05|1.24e-04|0.0008
A-3.18|3.22e-06|3.54e-05|2.52e-06|4.20e-06|0.0000
E-20.139|1.31e-05|1.31e-05|2.70e-06|5.65e-05|0.0005
G-15.92|4.10e-06|4.10e-06|1.92e-06|9.36e-06|0.0050
D-9.49|1.91e-05|1.91e-05|2.38e-06|1.80e-04|0.0000
A-35.95|6.99e-06|7.69e-05|4.09e-06|1.18e-05|0.0031
C-8.10|7.65e-06|4.59e-05|4.34e-06|1.38e-05|0.0030
G-19.39|3.70e-05|3.70e-05|1.81e-05|7.58e-05|0.0904
D-32.21|7.00e-06|7.00e-06|2.08e-06|2.41e-05|0.0000
G-15.147|4.79e-04|4.79e-04|3.09e-04|7.04e-04|0.0000
F-25.21|7.88e-05|7.88e-05|4.39e-05|1.32e-04|0.0000
B-9.35|7.41e-07|1.93e-05|2.78e-09|2.87e-04|0.0681
A-42.73|2.04e-06|2.25e-05|2.81e-07|1.77e-05|0.0000
D-30.6|1.85e-05|1.85e-05|1.12e-05|3.02e-05|0.0000
A-3.95|3.08e-07|3.39e-06|1.94e-07|4.92e-07|0.0018
A-3.72|3.73e-07|4.11e-06|2.58e-07|5.54e-07|0.0007
E-21.55|3.32e-03|3.32e-03|6.64e-05|9.73e-02|0.0000
D-43.4|1.55e-02|1.55e-02|1.03e-02|2.28e-02|0.3269
F-21.41|1.69e-03|1.69e-03|1.05e-03|2.57e-03|0.0000
A-39.127|7.63e-06|4.58e-05|3.64e-06|1.53e-05|0.0004
D-9.68|1.83e-05|1.83e-05|2.35e-06|1.67e-04|0.0000
D-9.94|5.03e-06|5.03e-06|6.54e-07|6.33e-05|0.0000
D-20.39|1.57e-05|1.57e-05|1.02e-05|2.37e-05|0.0000
A-3.82|7.61e-06|8.38e-05|4.75e-06|1.20e-05|0.0001
G-26.52|1.12e-07|6.73e-07|3.99e-09|5.41e-06|0.0000
E-15.162|4.22e-07|1.48e-06|6.98e-09|2.02e-05|0.0000
D-31.28|5.26e-05|5.26e-05|2.63e-05|1.01e-04|0.0926
D-42.55|1.13e-04|1.13e-04|5.12e-05|2.32e-04|0.0000
E-45.10|2.56e-05|1.53e-04|7.77e-06|8.73e-05|0.0012
D-9.43|3.20e-05|3.20e-05|1.31e-05|7.59e-05|0.0000
E-15.365|2.66e-07|9.32e-07|7.70e-09|6.42e-06|0.0001
F-38.203|4.49e-07|4.49e-07|1.90e-07|1.10e-06|0.0002
G-19.40|3.20e-04|3.20e-04|1.48e-04|7.00e-04|0.1231
C-60.27|3.69e-07|2.21e-06|3.50e-08|3.17e-06|0.0001
G-16.4|1.24e-05|7.47e-05|4.48e-06|3.25e-05|0.0114
