Test-ID|Average|Prototype|5.0%|95.0%|E
F-3.1|3.71e-06|3.71e-06|6.79e-07|2.07e-05|0.0017
F-3.2|2.35e-05|2.35e-05|1.01e-05|5.54e-05|0.0007
F-3.3|2.03e-04|2.03e-04|1.18e-04|3.47e-04|0.0001
F-3.4|8.10e-04|8.10e-04|4.74e-04|1.34e-03|0.0001
F-3.5|1.17e-03|1.17e-03|6.75e-04|1.97e-03|0.0001
F-3.7|1.21e-05|1.21e-05|5.30e-06|2.80e-05|0.0007
F-3.8|1.39e-04|1.39e-04|8.28e-05|2.32e-04|0.0001
F-3.9|4.65e-04|4.65e-04|2.77e-04|7.63e-04|0.0000
F-3.10|8.37e-04|8.37e-04|5.03e-04|1.38e-03|0.0001
F-3.11|6.90e-06|6.90e-06|9.37e-07|4.98e-05|0.0073
F-3.12|4.06e-05|4.06e-05|1.48e-05|1.26e-04|0.0042
F-3.13|3.65e-04|3.65e-04|1.86e-04|7.22e-04|0.0022
F-3.14|1.01e-03|1.01e-03|5.42e-04|1.84e-03|0.0014
F-3.15|1.75e-03|1.75e-03|9.05e-04|3.24e-03|0.0011
F-3.17|9.40e-06|9.40e-06|4.20e-06|2.27e-05|0.0001
F-3.18|1.33e-04|1.33e-04|7.89e-05|2.22e-04|0.0000
F-3.19|3.85e-04|3.85e-04|2.34e-04|6.40e-04|0.0000
F-3.20|6.94e-04|6.94e-04|4.12e-04|1.19e-03|0.0000
F-3.22|1.26e-05|1.26e-05|5.68e-06|2.90e-05|0.0002
F-3.23|1.24e-04|1.24e-04|7.18e-05|2.14e-04|0.0000
F-3.24|4.35e-04|4.35e-04|2.61e-04|7.14e-04|0.0000
F-3.25|8.09e-04|8.09e-04|4.87e-04|1.34e-03|0.0001
F-3.27|9.93e-06|9.93e-06|2.92e-06|3.46e-05|0.0084
F-3.28|1.13e-04|1.13e-04|5.68e-05|2.48e-04|0.0040
F-3.29|3.53e-04|3.53e-04|1.79e-04|6.71e-04|0.0027
F-3.30|6.52e-04|6.52e-04|3.37e-04|1.18e-03|0.0019
F-4.1|2.46e-05|2.46e-05|1.19e-05|4.99e-05|0.0000
F-4.2|1.59e-05|1.59e-05|8.61e-06|3.10e-05|0.0000
F-4.3|1.76e-04|1.76e-04|9.54e-05|3.25e-04|0.0000
F-4.4|1.70e-04|1.70e-04|9.12e-05|3.17e-04|0.0000
F-4.5|6.58e-06|6.58e-06|3.46e-06|1.29e-05|0.0000
F-4.6|2.56e-05|2.56e-05|1.36e-05|5.03e-05|0.0017
F-4.7|3.68e-04|3.68e-04|1.91e-04|6.94e-04|0.0000
F-5.1|1.45e-03|1.45e-03|7.27e-04|2.59e-03|0.0000
F-5.2|1.57e-04|1.57e-04|7.84e-05|2.86e-04|0.0000
F-5.3|4.99e-05|4.99e-05|2.43e-05|9.26e-05|0.0000
F-5.4|1.98e-05|1.98e-05|8.82e-06|4.00e-05|0.0000
F-5.5|1.13e-05|1.13e-05|4.70e-06|2.62e-05|0.0000
F-5.6|6.90e-04|6.90e-04|3.38e-04|1.33e-03|0.0000
F-5.7|1.86e-04|1.86e-04|9.11e-05|3.66e-04|0.0000
F-5.8|4.73e-05|4.73e-05|2.04e-05|9.28e-05|0.0000
F-5.9|1.57e-05|1.57e-05|6.53e-06|3.58e-05|0.0000
F-5.10|6.87e-06|6.87e-06|2.35e-06|2.03e-05|0.0000
F-5.11|4.67e-06|4.67e-06|1.30e-06|1.71e-05|0.0002
F-5.33|5.30e-04|5.30e-04|2.69e-04|9.93e-04|0.0000
F-5.34|1.09e-04|1.09e-04|5.30e-05|2.14e-04|0.0000
F-5.36|2.52e-04|2.52e-04|1.35e-04|4.97e-04|0.0000
F-5.37|4.06e-05|4.06e-05|1.84e-05|7.99e-05|0.0000
F-5.39|2.58e-03|2.58e-03|1.23e-03|5.25e-03|0.0000
F-5.40|4.05e-04|4.05e-04|1.93e-04|8.84e-04|0.0000
F-5.41|4.35e-05|4.35e-05|1.83e-05|9.37e-05|0.0000
F-5.56|3.03e-03|3.03e-03|1.24e-03|7.41e-03|0.0000
F-5.57|1.38e-03|1.38e-03|5.57e-04|3.21e-03|0.0000
F-5.58|4.97e-04|4.97e-04|1.93e-04|1.28e-03|0.0000
F-5.59|1.73e-04|1.73e-04|6.47e-05|4.33e-04|0.0000
F-5.60|7.42e-05|7.42e-05|2.79e-05|1.83e-04|0.0000
F-5.61|3.97e-05|3.97e-05|1.33e-05|1.09e-04|0.0000
F-5.88|1.25e-03|1.25e-03|4.25e-04|3.59e-03|0.0000
F-5.91|4.34e-04|4.34e-04|1.56e-04|1.07e-03|0.0000
F-5.92|8.95e-05|8.95e-05|3.23e-05|2.49e-04|0.0000
F-7.1|9.73e-05|9.73e-05|3.94e-05|2.65e-04|0.0001
F-11.1|9.96e-05|9.96e-05|3.95e-05|2.45e-04|0.0000
F-11.2|2.85e-04|2.85e-04|1.22e-04|6.21e-04|0.0004
F-11.3|2.50e-04|2.50e-04|1.09e-04|5.31e-04|0.0001
F-11.10|8.16e-05|8.16e-05|5.39e-06|6.43e-04|19.9154
F-11.11|6.97e-04|6.97e-04|1.05e-04|3.54e-03|0.0240
F-11.12|1.18e-03|1.18e-03|3.99e-04|3.47e-03|0.1765
F-11.13|3.25e-03|3.25e-03|1.43e-03|6.87e-03|0.4298
F-11.14|6.70e-03|6.70e-03|3.44e-03|1.33e-02|0.7906
F-11.15|9.23e-03|9.23e-03|4.16e-03|1.91e-02|1.0501
F-11.31|2.08e-05|2.08e-05|4.97e-06|8.67e-05|0.1151
F-11.32|8.09e-05|8.09e-05|2.35e-05|2.81e-04|0.0352
F-11.33|1.34e-04|1.34e-04|5.50e-05|2.85e-04|0.0334
F-11.34|6.16e-05|6.16e-05|1.42e-06|2.91e-03|12.1812
F-11.35|5.52e-04|5.52e-04|2.29e-04|1.29e-03|0.0003
F-11.36|3.78e-03|3.78e-03|1.80e-03|8.01e-03|0.4092
F-11.37|8.93e-04|8.93e-04|2.25e-04|2.58e-03|0.0249
F-11.38|5.66e-03|5.66e-03|1.92e-03|1.55e-02|0.7567
F-11.39|7.40e-03|7.40e-03|2.49e-03|1.82e-02|0.9806
F-11.45|1.02e-05|1.02e-05|8.97e-07|9.76e-05|0.2131
F-11.46|9.09e-05|9.09e-05|3.57e-05|2.28e-04|0.0000
F-11.47|2.00e-04|2.00e-04|9.81e-05|4.15e-04|0.0001
F-11.48|2.56e-04|2.56e-04|1.38e-04|4.89e-04|0.0001
F-11.49|6.49e-05|6.49e-05|1.29e-05|3.29e-04|14.0043
F-11.50|4.52e-04|4.52e-04|1.38e-04|1.51e-03|0.0024
F-11.51|1.44e-03|1.44e-03|4.70e-04|3.96e-03|0.1982
F-11.52|2.95e-03|2.95e-03|1.53e-03|5.84e-03|0.4184
F-11.53|6.03e-03|6.03e-03|3.44e-03|1.08e-02|0.7260
F-11.54|7.92e-03|7.92e-03|3.50e-03|1.77e-02|1.0487
F-11.55|3.42e-05|3.42e-05|6.02e-06|1.41e-04|20.5285
F-11.56|5.87e-04|5.87e-04|3.94e-05|5.63e-03|0.0229
F-11.57|1.50e-03|1.50e-03|5.96e-04|3.49e-03|0.1738
F-11.58|3.26e-03|3.26e-03|1.86e-03|5.80e-03|0.4133
F-11.59|5.53e-03|5.53e-03|2.89e-03|1.02e-02|0.7191
F-11.60|8.20e-03|8.20e-03|4.05e-03|1.75e-02|1.0548
F-11.61|7.53e-05|7.53e-05|3.14e-05|1.71e-04|0.0125
F-11.62|1.80e-04|1.80e-04|8.44e-05|3.67e-04|0.0050
F-11.63|1.82e-04|1.82e-04|8.67e-05|3.53e-04|0.0051
F-11.64|3.66e-04|3.66e-04|1.39e-04|9.32e-04|0.3475
F-11.65|4.53e-05|4.53e-05|1.37e-05|1.44e-04|0.2122
F-11.69|1.86e-04|1.86e-04|7.43e-05|4.60e-04|0.2711
F-11.85|1.22e-05|1.22e-05|3.92e-06|3.81e-05|0.0313
F-11.86|2.45e-05|2.45e-05|1.02e-05|5.97e-05|0.0254
F-11.87|2.53e-05|2.53e-05|1.09e-05|5.66e-05|0.0252
F-11.90|8.57e-05|8.57e-05|2.43e-05|2.69e-04|0.2288
F-11.92|3.06e-04|3.06e-04|1.26e-04|7.06e-04|0.2800
F-11.93|5.12e-04|5.12e-04|1.79e-04|1.26e-03|0.3838
F-11.94|5.26e-05|5.26e-05|1.50e-05|2.57e-04|7.6359
F-11.95|5.88e-04|5.88e-04|2.42e-04|1.37e-03|0.0829
F-11.96|1.57e-03|1.57e-03|5.59e-04|3.76e-03|0.2035
F-11.97|3.09e-03|3.09e-03|1.78e-03|5.43e-03|0.2839
F-11.98|6.32e-03|6.32e-03|3.42e-03|1.15e-02|0.5314
F-11.99|1.29e-02|1.29e-02|4.65e-03|3.92e-02|0.1885
F-11.102|3.40e-05|3.40e-05|1.61e-05|7.19e-05|0.0000
F-11.103|1.54e-04|1.54e-04|8.05e-05|2.58e-04|0.0000
F-11.104|1.63e-04|1.63e-04|8.26e-05|2.75e-04|0.0000
F-11.109|3.13e-05|3.13e-05|6.89e-06|1.35e-04|12.7418
F-11.110|4.19e-04|4.19e-04|1.83e-04|9.85e-04|0.0718
F-11.111|1.31e-03|1.31e-03|4.34e-04|3.83e-03|0.1709
F-11.112|2.46e-03|2.46e-03|1.38e-03|4.29e-03|0.2497
F-11.113|5.39e-03|5.39e-03|3.07e-03|9.14e-03|0.4481
F-11.114|1.19e-02|1.19e-02|4.20e-03|3.90e-02|0.1587
F-11.117|2.52e-05|2.52e-05|1.09e-05|5.67e-05|0.0000
F-11.118|1.05e-04|1.05e-04|5.34e-05|1.79e-04|0.0000
F-11.119|1.27e-04|1.27e-04|6.59e-05|2.10e-04|0.0000
F-11.124|5.92e-05|5.92e-05|1.91e-05|2.03e-04|9.8763
F-11.125|5.11e-04|5.11e-04|2.21e-04|1.23e-03|0.0221
F-11.126|1.64e-03|1.64e-03|6.23e-04|3.80e-03|0.1430
F-11.127|2.99e-03|2.99e-03|1.83e-03|5.05e-03|0.2759
F-11.128|6.21e-03|6.21e-03|3.81e-03|1.02e-02|0.5735
F-11.129|7.52e-03|7.52e-03|3.43e-03|1.68e-02|0.8634
F-11.131|1.20e-05|1.20e-05|1.33e-06|6.58e-05|0.2357
F-11.132|5.22e-05|5.22e-05|2.60e-05|1.15e-04|0.0000
F-11.133|1.53e-04|1.53e-04|7.49e-05|3.01e-04|0.0000
F-11.134|2.23e-04|2.23e-04|1.19e-04|4.41e-04|0.0000
F-11.143|4.93e-04|4.93e-04|2.14e-04|1.05e-03|0.3475
F-11.144|5.36e-05|5.36e-05|1.73e-05|1.55e-04|0.2126
F-11.145|5.50e-04|5.50e-04|2.41e-04|1.17e-03|0.3600
F-11.148|8.86e-05|8.86e-05|2.51e-05|3.31e-04|0.0884
F-11.149|5.39e-04|5.39e-04|2.62e-04|1.08e-03|0.1593
F-11.150|1.87e-03|1.87e-03|1.16e-03|3.01e-03|0.4302
F-11.151|3.17e-03|3.17e-03|1.78e-03|5.39e-03|0.6782
F-11.158|1.04e-04|1.04e-04|5.13e-06|1.45e-03|19.9181
F-11.159|5.78e-04|5.78e-04|1.40e-04|1.83e-03|0.0238
F-11.160|1.25e-03|1.25e-03|4.54e-04|3.10e-03|0.1766
F-11.161|3.70e-03|3.70e-03|1.31e-03|9.26e-03|0.4301
F-11.162|7.88e-03|7.88e-03|4.03e-03|1.64e-02|0.7908
F-11.163|1.11e-02|1.11e-02|5.74e-03|2.30e-02|1.0502
F-11.172|2.51e-04|2.51e-04|1.18e-04|5.29e-04|0.2711
F-11.188|1.27e-05|1.27e-05|4.32e-06|3.79e-05|0.0312
F-11.189|2.97e-05|2.97e-05|1.31e-05|6.28e-05|0.0252
F-11.190|2.67e-05|2.67e-05|1.16e-05|5.81e-05|0.0252
F-11.193|1.04e-04|1.04e-04|3.59e-05|2.80e-04|0.2288
F-11.195|3.79e-04|3.79e-04|1.81e-04|7.78e-04|0.2800
F-11.196|7.37e-04|7.37e-04|3.21e-04|1.59e-03|0.3837
F-11.205|7.63e-05|7.63e-05|1.99e-05|3.72e-04|0.0857
F-11.206|3.44e-04|3.44e-04|1.44e-04|8.21e-04|0.1374
F-11.207|1.44e-03|1.44e-03|7.68e-04|2.68e-03|0.4025
F-11.208|2.42e-03|2.42e-03|1.22e-03|4.51e-03|0.6275
F-12.1|4.89e-05|4.89e-05|5.40e-06|4.56e-04|20.8436
F-12.2|8.59e-04|8.59e-04|3.38e-04|1.95e-03|0.0303
F-12.3|1.82e-03|1.82e-03|8.16e-04|4.13e-03|0.1971
F-12.4|3.95e-03|3.95e-03|1.87e-03|8.67e-03|0.4433
F-12.5|7.53e-03|7.53e-03|4.00e-03|1.50e-02|0.7500
F-12.6|1.10e-02|1.10e-02|5.11e-03|2.16e-02|1.0837
F-12.8|2.11e-05|2.11e-05|4.23e-06|1.24e-04|0.1628
F-12.9|9.59e-05|9.59e-05|4.14e-05|2.23e-04|0.0120
F-12.10|3.01e-04|3.01e-04|1.48e-04|6.69e-04|0.0053
F-12.11|2.33e-04|2.33e-04|1.24e-04|4.51e-04|0.0052
F-12.15|4.24e-05|4.24e-05|2.03e-05|1.01e-04|0.0060
F-12.16|3.67e-05|3.67e-05|1.55e-05|8.73e-05|0.0058
F-12.19|4.35e-04|4.35e-04|1.91e-04|1.13e-03|0.1519
F-12.21|1.23e-03|1.23e-03|5.03e-04|2.53e-03|0.3519
F-12.22|2.41e-03|2.41e-03|1.03e-03|5.06e-03|0.6213
F-12.26|7.12e-04|7.12e-04|2.46e-04|2.21e-03|0.1942
F-12.27|1.37e-03|1.37e-03|4.88e-04|3.47e-03|0.3713
F-12.28|2.24e-03|2.24e-03|8.14e-04|5.44e-03|0.5808
F-12.33|2.03e-05|2.03e-05|6.56e-06|5.82e-05|0.0390
F-12.35|2.27e-05|2.27e-05|2.78e-06|5.31e-04|0.1761
F-12.36|2.32e-05|2.32e-05|5.56e-06|9.35e-05|0.1131
F-12.37|1.64e-04|1.64e-04|6.83e-05|3.80e-04|0.0355
F-12.38|1.48e-04|1.48e-04|5.91e-05|3.21e-04|0.0342
F-12.39|8.07e-05|8.07e-05|1.84e-05|7.64e-04|12.3989
F-12.40|6.60e-04|6.60e-04|2.60e-04|1.59e-03|0.0000
F-12.41|4.40e-03|4.40e-03|1.93e-03|9.61e-03|0.4389
F-12.42|1.10e-03|1.10e-03|4.76e-04|2.49e-03|0.0352
F-12.43|8.64e-03|8.64e-03|4.14e-03|1.83e-02|0.7870
F-12.44|9.95e-03|9.95e-03|4.63e-03|2.11e-02|1.0100
F-12.46|5.06e-04|5.06e-04|2.50e-04|1.01e-03|0.1538
F-12.47|1.62e-03|1.62e-03|9.76e-04|2.63e-03|0.3864
F-12.48|3.05e-03|3.05e-03|1.75e-03|5.12e-03|0.6488
F-12.51|9.81e-05|9.81e-05|4.22e-05|1.92e-04|0.0035
F-13.1|4.50e-05|4.50e-05|1.58e-05|1.87e-04|7.6371
F-13.2|5.46e-04|5.46e-04|2.64e-04|1.15e-03|0.0831
F-13.3|1.63e-03|1.63e-03|8.60e-04|3.06e-03|0.2030
F-13.4|3.45e-03|3.45e-03|1.86e-03|6.47e-03|0.2842
F-13.5|6.65e-03|6.65e-03|3.44e-03|1.26e-02|0.5314
F-13.6|1.29e-02|1.29e-02|4.71e-03|3.82e-02|0.1885
F-13.9|3.89e-05|3.89e-05|1.99e-05|8.20e-05|0.0000
F-13.10|2.12e-04|2.12e-04|1.16e-04|4.02e-04|0.0000
F-13.11|2.27e-04|2.27e-04|1.28e-04|4.14e-04|0.0000
F-13.18|5.39e-05|5.39e-05|1.45e-05|2.33e-04|0.0602
F-13.19|2.85e-04|2.85e-04|1.15e-04|6.84e-04|0.0619
F-13.20|9.13e-04|9.13e-04|4.52e-04|1.85e-03|0.1294
F-13.21|3.81e-03|3.81e-03|1.49e-03|9.41e-03|0.0062
F-13.24|5.31e-06|5.31e-06|1.56e-06|1.85e-05|0.0012
F-13.25|3.13e-05|3.13e-05|1.52e-05|6.32e-05|0.0000
F-13.26|3.76e-05|3.76e-05|1.81e-05|7.41e-05|0.0000
F-13.27|2.99e-05|2.99e-05|7.27e-06|1.32e-04|12.7433
F-13.28|4.13e-04|4.13e-04|1.79e-04|1.09e-03|0.0723
F-13.29|1.27e-03|1.27e-03|6.65e-04|2.37e-03|0.1701
F-13.30|2.82e-03|2.82e-03|1.35e-03|5.78e-03|0.2501
F-13.31|5.78e-03|5.78e-03|3.20e-03|1.08e-02|0.4482
F-13.32|1.17e-02|1.17e-02|4.01e-03|3.74e-02|0.1588
F-13.35|3.03e-05|3.03e-05|1.43e-05|6.92e-05|0.0000
F-13.36|1.53e-04|1.53e-04|8.51e-05|2.84e-04|0.0000
F-13.37|1.72e-04|1.72e-04|9.59e-05|3.12e-04|0.0000
F-13.157|4.40e-05|4.40e-05|1.53e-05|1.85e-04|7.6368
F-13.158|5.33e-04|5.33e-04|2.57e-04|1.15e-03|0.0816
F-13.159|1.54e-03|1.54e-03|8.04e-04|2.87e-03|0.1949
F-13.160|3.50e-03|3.50e-03|1.92e-03|6.39e-03|0.2877
F-13.161|6.49e-03|6.49e-03|3.46e-03|1.23e-02|0.5058
F-13.162|1.29e-02|1.29e-02|4.78e-03|3.90e-02|0.1877
F-13.165|5.15e-05|5.15e-05|2.80e-05|1.04e-04|0.0000
F-13.166|2.50e-04|2.50e-04|1.37e-04|4.69e-04|0.0000
F-13.167|2.71e-04|2.71e-04|1.49e-04|4.94e-04|0.0000
F-15.2|1.36e-05|1.36e-05|3.46e-06|5.47e-05|0.1642
F-15.3|1.31e-05|1.31e-05|4.95e-06|3.51e-05|0.1429
F-15.4|5.60e-05|5.60e-05|1.89e-05|1.61e-04|0.1444
F-15.5|9.22e-05|9.22e-05|1.54e-05|6.17e-04|0.2960
F-15.6|4.23e-04|5.71e-04|3.92e-05|5.20e-03|0.1849
F-15.9|9.85e-06|2.52e-05|7.51e-07|9.83e-05|0.0000
F-15.10|7.43e-05|2.15e-04|8.07e-06|5.78e-04|0.0000
F-15.11|1.43e-04|2.16e-04|1.18e-05|1.66e-03|0.0000
F-15.12|8.19e-04|9.08e-04|6.66e-05|9.50e-03|0.0000
F-15.16|1.53e-05|5.36e-05|1.25e-06|1.89e-04|0.0000
F-15.17|4.25e-05|1.24e-04|3.23e-06|4.68e-04|0.0000
F-15.18|3.33e-04|5.01e-04|3.82e-05|3.40e-03|0.0000
F-21.3|1.64e-05|1.64e-05|6.52e-06|4.05e-05|6.1141
F-21.6|1.64e-05|1.64e-05|6.52e-06|4.05e-05|6.1141
F-21.8|4.57e-05|4.57e-05|2.45e-05|9.31e-05|0.0000
F-21.9|2.88e-05|2.88e-05|1.27e-05|6.44e-05|0.0000
F-21.10|1.30e-03|1.30e-03|8.92e-04|1.87e-03|0.5170
F-21.11|1.32e-04|1.32e-04|7.66e-05|2.22e-04|0.0087
F-21.12|1.10e-03|1.10e-03|8.10e-04|1.51e-03|0.5172
F-21.13|2.88e-05|2.88e-05|1.27e-05|6.44e-05|0.0000
F-21.14|1.32e-04|1.32e-04|7.66e-05|2.22e-04|0.0087
F-21.16|4.41e-05|4.41e-05|2.26e-05|8.27e-05|4.2740
F-21.19|4.41e-05|4.41e-05|2.26e-05|8.27e-05|4.2740
F-21.21|9.71e-05|9.71e-05|6.32e-05|1.45e-04|0.0087
F-21.22|5.78e-06|5.78e-06|2.28e-06|1.31e-05|0.0000
F-21.23|1.20e-03|1.20e-03|8.98e-04|1.63e-03|0.5170
F-21.24|1.20e-03|1.20e-03|8.98e-04|1.63e-03|0.5170
F-21.25|5.78e-06|5.78e-06|2.28e-06|1.31e-05|0.0000
F-21.26|9.71e-05|9.71e-05|6.32e-05|1.45e-04|0.0087
F-21.27|4.89e-03|4.89e-03|3.41e-03|6.86e-03|0.0678
F-21.28|1.49e-05|1.49e-05|5.16e-06|4.52e-05|0.0000
F-21.29|5.20e-06|5.20e-06|1.11e-06|2.36e-05|0.0001
F-21.31|1.08e-05|1.08e-05|5.04e-06|2.05e-05|0.0000
F-21.32|8.60e-05|8.60e-05|4.91e-05|1.40e-04|0.0000
F-21.33|8.48e-06|8.48e-06|2.50e-06|3.10e-05|0.0000
F-21.34|4.42e-04|4.42e-04|3.04e-04|6.51e-04|0.0006
F-21.35|3.16e-03|3.16e-03|2.41e-03|4.26e-03|0.1516
F-21.36|2.03e-05|2.03e-05|9.72e-06|3.90e-05|0.0000
F-21.37|2.03e-05|2.03e-05|9.72e-06|3.90e-05|0.0000
F-21.38|3.16e-03|3.16e-03|2.41e-03|4.26e-03|0.1516
F-21.39|2.03e-05|2.03e-05|9.72e-06|3.90e-05|0.0000
F-21.40|4.42e-04|4.42e-04|3.04e-04|6.51e-04|0.0006
F-21.41|1.69e-03|1.69e-03|1.05e-03|2.57e-03|0.0000
F-21.42|1.61e-03|1.61e-03|1.01e-03|2.43e-03|0.0000
F-21.43|8.09e-04|8.09e-04|5.33e-04|1.18e-03|0.0000
F-21.44|8.09e-04|8.09e-04|5.33e-04|1.18e-03|0.0000
F-21.45|6.52e-06|6.52e-06|2.82e-06|1.31e-05|0.0000
F-21.46|1.48e-03|1.48e-03|9.24e-04|2.29e-03|0.0000
F-21.47|7.69e-06|7.69e-06|2.38e-06|2.55e-05|0.0000
F-21.48|5.69e-06|5.69e-06|1.44e-06|2.16e-05|0.0000
F-21.49|3.52e-05|3.52e-05|1.93e-05|6.00e-05|0.0000
F-21.50|4.10e-03|4.10e-03|2.96e-03|5.62e-03|0.0679
F-21.51|4.10e-06|4.10e-06|6.72e-07|2.12e-05|0.0002
F-21.52|7.87e-05|7.87e-05|4.84e-05|1.27e-04|0.0089
F-21.53|1.10e-03|1.10e-03|8.10e-04|1.51e-03|0.5172
F-21.54|3.01e-06|3.01e-06|9.73e-07|8.23e-06|0.0002
F-21.55|7.87e-05|7.87e-05|4.84e-05|1.27e-04|0.0089
F-21.56|3.01e-06|3.01e-06|9.73e-07|8.23e-06|0.0002
F-21.57|1.10e-03|1.10e-03|8.10e-04|1.51e-03|0.5172
F-21.58|8.84e-06|8.84e-06|3.76e-06|1.85e-05|0.0000
F-21.59|8.84e-06|8.84e-06|3.76e-06|1.85e-05|0.0000
F-21.60|2.41e-03|2.41e-03|1.84e-03|3.29e-03|0.1949
F-21.61|2.47e-04|2.47e-04|1.69e-04|3.70e-04|0.0015
F-21.62|2.41e-03|2.41e-03|1.84e-03|3.29e-03|0.1949
F-21.63|2.47e-04|2.47e-04|1.69e-04|3.70e-04|0.0015
F-25.1|1.31e-04|1.31e-04|5.57e-05|2.95e-04|0.0000
F-25.2|7.86e-05|7.86e-05|4.10e-05|1.37e-04|0.0000
F-25.3|3.03e-05|3.03e-05|1.55e-05|5.29e-05|0.0000
F-25.4|9.44e-06|9.44e-06|4.02e-06|1.97e-05|0.0000
F-25.5|3.37e-05|3.37e-05|1.45e-05|7.42e-05|0.0000
F-25.6|7.75e-06|7.75e-06|3.25e-06|1.70e-05|0.0000
F-25.7|2.52e-05|2.52e-05|9.01e-06|6.73e-05|0.0000
F-25.8|1.13e-05|1.13e-05|4.78e-06|2.46e-05|0.0000
F-25.9|1.79e-06|1.79e-06|4.60e-07|5.41e-06|0.0000
F-25.10|1.79e-05|1.79e-05|4.64e-06|5.72e-05|0.0000
F-25.11|9.03e-06|9.03e-06|3.06e-06|2.73e-05|0.0000
F-25.12|4.47e-06|4.47e-06|1.48e-06|1.33e-05|0.0000
F-25.13|2.17e-06|2.17e-06|5.23e-07|7.41e-06|0.0000
F-25.14|5.60e-05|5.60e-05|1.87e-05|1.56e-04|0.0000
F-25.15|1.50e-05|1.50e-05|6.73e-06|3.18e-05|0.0000
F-25.16|4.96e-06|4.96e-06|1.91e-06|1.17e-05|0.0000
F-25.17|1.39e-05|1.39e-05|3.83e-06|4.81e-05|0.0000
F-25.18|4.90e-06|4.90e-06|1.52e-06|1.54e-05|0.0000
F-25.19|4.24e-04|4.24e-04|2.86e-04|6.38e-04|0.0000
F-25.20|1.03e-04|1.03e-04|6.72e-05|1.60e-04|0.0002
F-25.21|7.88e-05|7.88e-05|4.39e-05|1.32e-04|0.0000
F-25.22|1.08e-05|1.08e-05|4.57e-06|2.22e-05|0.0000
F-25.23|9.33e-06|9.33e-06|1.45e-06|7.06e-05|0.0005
F-25.24|4.26e-06|4.26e-06|4.54e-07|3.68e-05|0.0005
F-25.25|3.87e-05|3.87e-05|2.03e-05|6.82e-05|0.0000
F-25.26|3.82e-06|3.82e-06|1.21e-06|9.57e-06|0.0000
F-25.27|3.93e-06|3.93e-06|1.27e-06|9.61e-06|0.0000
F-25.28|1.36e-05|1.36e-05|6.46e-06|2.70e-05|0.0000
F-25.29|2.53e-05|2.53e-05|1.23e-05|4.70e-05|0.0000
F-25.30|2.41e-05|2.41e-05|1.27e-05|4.35e-05|0.0000
F-25.31|3.64e-06|3.64e-06|1.12e-06|1.03e-05|0.0000
F-25.32|1.06e-04|1.06e-04|6.33e-05|1.73e-04|0.0000
F-25.33|2.88e-05|2.88e-05|1.37e-05|5.62e-05|0.0000
F-25.34|1.11e-05|1.11e-05|3.96e-06|3.34e-05|0.0000
F-25.35|2.70e-06|2.70e-06|6.60e-07|8.97e-06|0.0000
F-28.13|1.71e-06|1.71e-06|3.43e-07|6.04e-06|0.0001
F-28.14|9.87e-06|9.87e-06|4.24e-06|2.53e-05|0.0000
F-28.15|3.12e-05|3.12e-05|1.36e-05|7.46e-05|0.0000
F-28.16|8.52e-05|8.52e-05|3.74e-05|1.90e-04|0.0000
F-28.17|1.16e-06|1.16e-06|2.40e-07|3.98e-06|0.0001
F-28.18|6.93e-06|6.93e-06|3.00e-06|1.74e-05|0.0000
F-28.19|1.86e-05|1.86e-05|8.14e-06|4.45e-05|0.0000
F-28.20|3.87e-05|3.87e-05|1.73e-05|9.07e-05|0.0000
F-28.21|8.71e-07|8.71e-07|1.83e-07|3.32e-06|0.0001
F-28.22|2.75e-06|2.75e-06|1.09e-06|7.34e-06|0.0000
F-28.23|9.99e-06|9.99e-06|4.39e-06|2.35e-05|0.0000
F-28.24|3.71e-05|3.71e-05|1.65e-05|8.45e-05|0.0000
F-28.25|1.35e-06|1.35e-06|2.76e-07|4.55e-06|0.0001
F-28.26|5.12e-06|5.12e-06|2.12e-06|1.31e-05|0.0000
F-28.27|1.50e-05|1.50e-05|6.40e-06|3.59e-05|0.0000
F-28.28|3.63e-05|3.63e-05|1.63e-05|8.47e-05|0.0000
F-28.29|2.02e-06|2.02e-06|4.02e-07|6.92e-06|0.0001
F-28.30|8.26e-06|8.26e-06|3.58e-06|2.08e-05|0.0000
F-28.31|2.49e-05|2.49e-05|1.11e-05|5.92e-05|0.0000
F-28.32|8.95e-05|8.95e-05|3.90e-05|2.01e-04|0.0000
F-28.33|9.76e-07|9.76e-07|2.06e-07|3.57e-06|0.0001
F-28.34|3.85e-05|3.85e-05|1.74e-05|8.82e-05|0.0000
F-28.35|6.89e-05|6.89e-05|2.21e-05|1.82e-04|0.0002
F-28.36|8.11e-05|8.11e-05|4.13e-05|1.60e-04|0.0001
F-28.37|1.24e-05|1.24e-05|5.49e-06|2.71e-05|0.0002
F-28.38|1.48e-05|1.48e-05|6.09e-06|3.22e-05|0.0002
F-28.40|3.42e-05|3.42e-05|1.63e-05|6.86e-05|0.0002
F-28.41|8.86e-06|8.86e-06|3.14e-06|2.41e-05|0.0018
F-28.42|3.40e-05|3.40e-05|1.54e-05|7.63e-05|0.0002
F-28.43|6.52e-05|6.52e-05|3.66e-05|1.09e-04|0.0000
F-28.44|1.00e-05|1.00e-05|4.73e-06|1.88e-05|0.0001
F-28.45|9.96e-06|9.96e-06|4.63e-06|1.97e-05|0.0002
